0	|	644487	|	-200.0	|	200.0	|	false	|	true	|	false
1	|	withdral	|	2019-05-09 12:59:25	|	100.00	|	-100.00	|	success
2	|	withdral	|	2019-05-09 12:59:25	|	100.00	|	-200.00	|	success
3	|	withdral	|	2019-05-09 12:59:25	|	100.00	|	-200.00	|	overrun
4	|	withdral	|	2019-05-09 12:59:25	|	100.00	|	-200.00	|	overrun
5	|	withdral	|	2019-05-09 12:59:25	|	100.00	|	-200.00	|	overrun
6	|	withdral	|	2019-05-09 13:01:34	|	100.00	|	-200.00	|	overrun
7	|	withdral	|	2019-05-09 13:01:34	|	100.00	|	-200.00	|	overrun
8	|	withdral	|	2019-05-09 13:01:34	|	100.00	|	-200.00	|	overrun
9	|	withdral	|	2019-05-09 13:01:34	|	100.00	|	-200.00	|	overrun
10	|	withdral	|	2019-05-09 13:01:34	|	100.00	|	-200.00	|	overrun
11	|	withdral	|	2019-05-09 13:37:44	|	100.00	|	-200.00	|	overrun
12	|	withdral	|	2019-05-09 13:37:44	|	100.00	|	-200.00	|	overrun
13	|	withdral	|	2019-05-09 13:37:44	|	100.00	|	-200.00	|	overrun
14	|	withdral	|	2019-05-09 13:37:44	|	100.00	|	-200.00	|	overrun
15	|	withdral	|	2019-05-09 13:37:44	|	100.00	|	-200.00	|	overrun
16	|	withdral	|	2019-05-09 13:37:53	|	100.00	|	-200.00	|	overrun
17	|	withdral	|	2019-05-09 13:37:53	|	100.00	|	-200.00	|	overrun
18	|	withdral	|	2019-05-09 13:37:53	|	100.00	|	-200.00	|	overrun
19	|	withdral	|	2019-05-09 13:37:53	|	100.00	|	-200.00	|	overrun
20	|	withdral	|	2019-05-09 13:37:53	|	100.00	|	-200.00	|	overrun
21	|	withdral	|	2019-05-09 13:39:29	|	100.00	|	-200.00	|	overrun
22	|	withdral	|	2019-05-09 13:39:29	|	100.00	|	-200.00	|	overrun
23	|	withdral	|	2019-05-09 13:39:29	|	100.00	|	-200.00	|	overrun
24	|	withdral	|	2019-05-09 13:39:29	|	100.00	|	-200.00	|	overrun
25	|	withdral	|	2019-05-09 13:39:29	|	100.00	|	-200.00	|	overrun
26	|	withdral	|	2019-05-09 13:39:32	|	100.00	|	-200.00	|	overrun
27	|	withdral	|	2019-05-09 13:39:32	|	100.00	|	-200.00	|	overrun
28	|	withdral	|	2019-05-09 13:39:32	|	100.00	|	-200.00	|	overrun
29	|	withdral	|	2019-05-09 13:39:32	|	100.00	|	-200.00	|	overrun
30	|	withdral	|	2019-05-09 13:39:32	|	100.00	|	-200.00	|	overrun
